システム監査を実施することになり監査チームを編成した。チームに参画する全ての監査人に対して、共通して求められる要件はどれか,監査対象からの独立性,艦さ対象システムの詳細な技術知識,監査対象となっている業務の実務経験,監査対象部署の問題点に対する改善能力,0,1
ストアドプロシージャの利点はどれか。,アプリケーションプログラムからネットワークを介してDBMSにアクセスする場合、両者間の通信量を減少させる。,アプリケーションプログラムからの一連の要求を一括して処理することによって、DBMS内の実行計画の数を減少させる。,アプリケーションプログラムからの一連の要求を一括して処理することによって、DBMS内の必要バッファ数を減少させる。,データが格納されているディスク装置へのI/O回数を減少させる。,0,3
第3正規形であることの効果又は影響に関する記述として、適切なものはどれか。,画面や帳票の行をそのままデータベースの行に対応させるので、データ量が増える。,結合操作が不要となり、データベース全体の処理効率が向上する。,更新時のデッドロックを避けることができる。,冗長性が排除され、データの整合性を保ちやすくなる。,3,3
関係R(ID、A、B、C)のA、Cへの射影の結果とSQL文で求めた結果が同じになるように、aに入れるべき字句はどれか。ここで、関係Rを表Tで実現し、表Tに各行を格納したものを次に示す。,ALL,DISTINCT,ORDER BY,REFERENCES,1,3
データマイニングの説明として、適切なものはどれか。,基幹業務のデータベースとは別に作成され、更新処理をしない集計データの分析を主目的とする。,個人別データ、部門別データ、サマリデータなど、分析の目的別に切り出され、カスタマイズされたデータを分析する。,スライシング、ダイシング、ドリルダウンなどのインタラクティブな操作によって多次元分析を行い、意思決定を支援する。,ニューラルネットワークや統計解析などの手法を使って、大量に蓄積されているデータから、特徴あるパターンを探し出す。,3,3
無線LANで用いられるSSIDの説明として、適切なものはどれか。,48ビットのネットワーク識別子であり、アクセスポイントのMACアドレスと一致する。,48ビットのホスト識別子であり、有線LANのMACアドレスと同様の働きをする。,最長32オクテットのネットワーク識別子であり、接続するアクセスポイントの選択に用いられる。,最長32オクテットのホスト識別子であり、ネットワーク上で一意である。,2,3
CSMA/CD方式に関する記述のうち、適切なものはどれか。,衝突発生時の再送動作によって、衝突の頻度が増すとスループットが下がる。,送信要求の発生したステーションは、共通伝送路の搬送波を検出してからデータを送信するので、データ送出後の衝突は発生しない。,ハブによって複数のステーションが分岐接続されている構成では、衝突の検出ができないので、この方式は使用できない。,フレームとしては任意長のビットが直列に送出されるので、フレーム長がオクテットの整数倍である必要はない。,0,3
IPv4においてIPアドレスからMACアドレスを取得するために用いるプロトコルはどれか。,ARP,DHCP,ICMP,RARP,0,3
認証局が発行するCRLに関する記述のうち、適切なものはどれか。,CRLには、失効したディジタル証明書に対応する秘密鍵が登録される。,CRLには、有効期限内のディジタル証明書のうち失効したディジタル証明書と失効した日時の対応が提示される。,CRLは、鍵の漏えい、失効申請の状況をリアルタイムに反映するプロトコルである。,有効期限切れで失効したディジタル証明書は、所有者が新たなディジタル証明書を取得するまでの間、CRLに登録される。,1,3
SEOポイズニングの説明はどれか。,Web検索サイトの順位付けアルゴリズムを悪用して、検索結果の上位に、悪意のあるWebサイトを意図的に表示させる。,ウイルス対策ソフトのセキュリティ上の脆弱性を悪用して、システム権限で不正な処理を実行させる。,車などで移動しながら、無線LANのアクセスポイントを探し出して、ネットワークに不正侵入する。,ネットワークを流れるパケットから、侵入のパターンに合致するものを検出して、管理者への通知や、検出した内容の記録を行う。,0,3
SIEM(Security Information and Event Management)の特徴はどれか。,DMZを通過する全ての通信データを監視し、不正な通信を遮断する。,サーバやネットワーク機器のMIB(Management Information Base)情報を分析し、中間者攻撃を遮断する。,ネットワーク機器のIPFIX(IP Flow Information Export)情報を監視し、攻撃者が他者のPCを不正に利用したときの通信を検知する。,複数のサーバやネットワーク機器のログを収集分析し、不審なアクセスを検知する。,3,3
ドライブバイダウンロード攻撃の説明はどれか。,PCにUSBメモリが接続されたとき、USBメモリに保存されているプログラムを自動的に実行する機能を用いてマルウェアを実行し、PCをマルウェアに感染させる。,PCに格納されているファイルを勝手に暗号化して、復号することと引換えに金銭を要求する。,不正にアクセスする目的で、建物の外部に漏れた無線LANの電波を傍受して、セキュリティの設定が脆弱な無線LANのアクセスポイントを見つけ出す。,利用者がWebサイトを閲覧したとき、利用者に気付かれないように、利用者のPCに不正プログラムを転送させる。,3,3
暗号方式に関する記述のうち、適切なものはどれか。,AESは公開鍵暗号方式、RSAは共通鍵暗号方式の一種である。,共通鍵暗号方式では、暗号化及び復号に同一の鍵を使用する。,公開鍵暗号方式を通信内容の秘匿に使用する場合は、暗号化に使用する鍵を秘密にして、復号に使用する鍵を公開する。,ディジタル署名に公開鍵暗号方式が使用されることはなく、共通鍵暗号方式が使用される。,1,3
サイバーレスキュー隊(J-CRAT)の役割はどれか。,外部からのサイバー攻撃などの情報セキュリティ問題に対して、政府横断的な情報収集や監視機能を整備し、政府機関の緊急対応能力強化を図る。,重要インフラに関わる業界などを中心とした参加組織と秘密保持契約を締結し、その契約の下に提供された標的型サイバー攻撃の情報を分析及び加工することによって、参加組織間で情報共有する。,セキュリティオペレーション技術向上、オペレータ人材育成、及びサイバーセキュリティに関係する組織・団体間の連携を推進することによって、セキュリティオペレーションサービスの普及とサービスレベルの向上を促す。,標的型サイバー攻撃を受けた組織や個人から提供された情報を分析し、社会や産業に重大な被害を及ぼしかねない標的型サイバー攻撃の把握、被害の分析、対策の早期着手の支援を行う。,3,3
暗号化や認証機能をもち、遠隔にあるコンピュータに安全にログインするためのプロトコルはどれか。,L2TP,RADIUS,SSH,TLS,2,3
ICカードの耐タンパ性を高める対策はどれか。,ICカードとICカードリーダとが非接触の状態で利用者を認証して、利用者の利便性を高めるようにする。,故障に備えてあらかじめ作成した予備のICカードを保管し、故障時に直ちに予備カードに交換して利用者がICカードを使い続けられるようにする。,信号の読み出し用プローブの取付けを検出するとICチップ内の保存情報を消去する回路を設けて、ICチップ内の情報を容易に解析できないようにする。,利用者認証にICカードを利用している業務システムにおいて、退職者のICカードは業務システム側で利用を停止して、ほかの利用者が使用できないようにする。,2,3
WAFの説明はどれか。,Webアプリケーションへの攻撃を監視し阻止する。,Webブラウザの通信内容を改ざんする攻撃をPC内で監視し検出する。,サーバのOSへの不正なログインを監視する。,ファイルのマルウェア感染を監視し検出する。,0,3
モジュール設計に関する記述のうち、モジュール強度(結束性)が最も高いものはどれか。,ある木構造データを扱う機能をデータとともに一つにまとめ、木構造データをモジュールの外から見えないようにした。,複数の機能のそれぞれに必要な初期設定の操作が、ある時点で一括して実行できるので、一つのモジュールにまとめた。,二つの機能A、 Bのコードは重複する部分が多いので、A、 Bを一つのモジュールにまとめ、A、Bの機能を使い分けるための引数を設けた。,二つの機能A、 Bは必ずA、 Bの順番に実行され、しかもAで計算した結果をBで使うことがあるので、一つのモジュールにまとめた。,0,3
テストで使用されるドライバ又はスタブの説明のうち、適切なものはどれか。,スタブは、テスト対象のモジュールからの戻り値を表示・印刷する。,スタブは、テスト対象モジュールを呼び出すモジュールである。,ドライバは、テスト対象モジュールから呼び出されるモジュールである。,ドライバは、引数を渡してテスト対象モジュールを呼び出す。,3,3
アジャイル開発のプラクティスのうち、回帰テストを行うことを前提とするものはどれか。,日次ミーティング,ふりかえり,ペアプログラミング,リファクタリング,3,3
CMMIの説明はどれか。,ソフトウェア開発組織及びプロジェクトのプロセスの成熟度を評価するためのモデルである。,ソフトウェア開発のプロセスモデルの一種である。,ソフトウェアを中心としたシステム開発及び取引のための共通フレームのことである。,プロジェクトの成熟度に応じてソフトウェア開発の手順を定義したモデルである。,0,3
ソフトウェア開発プロジェクトで行う構成管理の対象項目はどれか。,開発作業の進捗状況,成果物に対するレビューの実施結果,プログラムのバージョン,プロジェクト組織の編成,2,3
プロジェクト管理においてパフォーマンス測定に使用するEVMの管理対象の組みはどれか。,コスト、スケジュール,コスト、リスク,スケジュール、品質,品質、リスク,0,3
品質の定量評価の指標のうち、ソフトウェアの保守性の評価指標になるものはどれか。,(最終成果物に含まれる誤りの件数)÷(最終成果物の量),(修正時間の合計)÷(修正件数),(変更が必要となるソースコードの行数)÷(移植するソースコードの行数),(利用者からの改良要求件数)÷(出荷後の経過月数),1,3
バックアップ処理には、フルバックアップ方式と差分バックアップ方式がある。差分バックアップ方式による運用に関する記述のうち、適切なものはどれか。,障害からの復旧時に差分だけ処理すればよいので、フルバックアップ方式に比べて復旧時間が短い。,フルバックアップのデータで復元した後に、差分バックアップのデータを反映させて復旧する。,フルバックアップ方式と交互に運用することはできない。,フルバックアップ方式に比べ、バックアップに要する時間が長い。,1,3
"空調計画における冷房負荷には、""外気負荷""、""室内負荷""、""伝熱負荷""、""日射負荷""などがある。冷房負荷の軽減策のうち、""伝熱負荷""の軽減策として、最も適切なものはどれか。",使用を終えたらその都度PCの電源を切る。,隙間風や換気による影響を少なくする。,日光が当たる南に面したガラス窓をむやみに大きなものにしない。,屋根や壁面の断熱をおろそかにしない。,3,3
システム監査の改善指導(フォローアップ)において、被監査部門による改善が計画よりも遅れていることが判明したとき、システム監査人が採るべき行動はどれか。,遅れを取り戻すために、具体的な対策の実施を、被監査部門の責任者に指示する。,遅れを取り戻すために、被監査部門の改善活動に参加する。,遅れを取り戻すための方策について、被監査部門の責任者に助言する。,遅れを取り戻すための要員の追加を、人事部長に要求する。,2,3
在庫管理システムを対象とするシステム監査において、当該システムに記録された在庫データの網羅性のチェックポイントとして、適切なものはどれか。,設定された選定基準に従って、自動的に購入業者を選定していること,適正在庫高であることを、責任者が承認していること,適正在庫量を維持するための発注点に達したときに、自動的に発注していること,入庫及び出庫記録に対して、自動的に連番を付与していること,3,3
エンタープライズアーキテクチャにおいて、業務と情報システムの理想を表すモデルはどれか。,EA参照モデル,To-Beモデル,ザックマンモデル,データモデル,1,3
システム管理基準(平成16年)によれば、組織全体の情報システムのあるべき姿を明確にする計画はどれか。,開発計画,事業継続計画,全体最適化計画,年間運用計画,2,3
クラウドサービスの導入事例のうち、データから新たな知見を抽出し、付加価値として提供しているものはどれか。,顧客データ管理システムのサーバリソースとして、クラウドサービスを活用することによって、新しいサーバの構築期間を、クラウドサービス導入前の約2か月間から1日に短縮した。,個々の自動車から得た位置情報とブレーキ作動情報をクラウドサービスを用いて蓄積し、急ブレーキが頻繁に踏まれる危険地点を分析し、その結果を運転者などに配信することによって、事故を未然に防止した。,自社運用のメールサーバのアプリケーションとデータを、クラウドサービスに移行することによって、5年間のTCOを約半分に削減した。,自社環境で動く情報システムに格納されたデータとソフトウェアを、クラウドサービスを用いてバックアップすることによって、事業継続性を担保した。,1,3
共通フレーム2013によれば、要件定義プロセスで行うことはどれか。,システム化計画の立案,システム方式設計,ソフトウェア詳細設計,利害関係者のニーズの抽出,3,3
"""情報システム・モデル取引・契約書""によれば、情報システムの開発において、多段階契約の考え方を採用する目的はどれか。ここで、多段階契約とは、工程ごとに個別契約を締結することである。",開発段階において、前工程の遂行の結果、後工程の見積前提条件に変更が生じた場合に、各工程の開始のタイミングで、再度見積りを可能とするため,サービスレベルの達成・未達の結果に対する対応措置(協議手続、解約権、ペナルティ・インセンティブなど)及びベンダの報告条件などを定めるため,正式な契約を締結する前に、情報システム構築を開始せざるを得ない場合の措置として、仮発注合意書(Letter of Intent:LOI)を交わすため,ユーザ及びベンダのそれぞれの役割分担を、システムライフサイクルプロセスに応じて、あらかじめ詳細に決定しておくため,0,3
半導体ファブレス企業の説明として、適切なものはどれか。,委託者の依頼を受けて、自社工場で半導体製造だけを行う。,自社で設計し、自社工場で生産した製品を相手先ブランドで納入する。,自社内で回路設計から製造まで全ての設備をもち、自社ブランド製品を販売する。,製品の企画、設計及び開発は行うが、半導体製造の工場は所有しない。,3,3
CRMを説明したものはどれか。,卸売業者・メーカが、小売店の経営活動を支援してその売上と利益を伸ばすことによって、自社との取引拡大につなげる方法である。,企業全体の経営資源を有効かつ総合的に計画して管理し、経営の高効率化を図るための手法である。,企業内のすべての顧客チャネルで情報を共有し、サービスのレベルを引き上げて顧客満足度を高め、顧客ロイヤリティの最適化に結び付ける考え方である。,生産、在庫、購買、販売、物流などのすべての情報をリアルタイムに交換することによって、サプライチェーン全体の効率を大幅に向上させる経営手法である。,2,3
ISO、IEC、ITUなどの国際標準に適合した製品を製造及び販売する利点として、適切なものはどれか。,WTO政府調達協定の加盟国では、政府調達は国際標準の仕様に従って行われる。,国際標準に適合しない競合製品に比べて、技術的に優位であることが保証される。,国際標準に適合するために必要な特許は、全て無償でライセンスを受けられる。,輸出先国の国内標準及び国内法規の規制を受けることなく製品を輸出できる。,0,3
ドローン、マルチコプタなどの無人航空機に搭載されるセンサのうち、機体を常に水平に保つ姿勢制御のために使われるセンサはどれか。,気圧センサ,ジャイロセンサ,地磁気センサ,超音波センサ,1,3
IoTの技術として注目されている、エッジコンピューティングの説明として、適切なものはどれか。,演算処理のリソースを端末の近傍に置くことによって、アプリケーション処理の低遅延化や通信トラフィックの最適化を行う。,データの特徴を学習して、事象の認識や分類を行う。,ネットワークを介して複数のコンピュータを結ぶことによって、全体として処理能力が高いコンピュータシステムを作る。,周りの環境から微小なエネルギーを収穫して、電力に変換する。,0,3
3PL(3rd Party Logistics)を説明したものはどれか。,購買、生産、販売及び物流の一連の業務を、企業間で全体最適の視点から見直し、納期短縮や在庫削減を図る。,資材の調達から生産、保管、販売に至るまでの物流全体を、費用対効果が最適になるように総合的に管理し、合理化する。,電子・電機メーカから、製品の設計や資材の調達、生産、物流、修理を一括して受託する。,物流業務に加え、流通加工なども含めたアウトソーシングサービスを行い、また荷主企業の物流企画も代行する。,3,3
予測手法の一つであるデルファイ法の説明はどれか。,現状の指標の中に将来の動向を示す指標があることに着目して予測する。,将来予測のためのモデル化した連立方程式を解いて予測する。,同時点における複数の観測データの統計比較分析によって将来を予測する。,複数の専門家へのアンケートの繰返しによる回答の収束によって将来を予測する。,3,3
マイナンバー法におけるマイナンバー(個人番号)に関する記述のうち、適切なものはどれか。,国の行政機関、地方公共団体、企業などがマイナンバーの使途を自由に決定してよい。,日本国外に在住している場合、日本国籍があれば日本の市町村(特別区を含む)に住民票がなくてもマイナンバーは指定される。,マイナンバーは主に社会保障分野で使用するので、厚生労働省が指定する。,漏えいして不正に用いられるおそれがあると認められる場合に限り、本人の申請又は市町村長(特別区の区長を含む)の職権によってマイナンバーは変更できる。,3,3
ソフトウェアやデータに瑕疵(かし)がある場合に、製造物責任法の対象となるものはどれか。,ROM化したソフトウェアを内蔵した組込み機器,アプリケーションソフトウェアパッケージ,利用者がPCにインストールしたOS,利用者によってネットワークからダウンロードされたデータ,0,3
リアルタイムシステムにおいて、複数のタスクから並行して呼び出された場合に、同時に実行する必要がある共用ライブラリのプログラムに要求される性質はどれか。,リエントラント,リカーシブ,リユーザブル,リロケータブル,0,3
CPUのスタックポインタが示すものはどれか。,サブルーチン呼出し時に、戻り先アドレス及びレジスタの内容を格納するメモリのアドレス,次に読み出す機械語命令が格納されているアドレス,メモリから読み出された機械語命令,割込みの許可状態、及び条件分岐の判断に必要な演算結果の状態,0,3
並列処理方式であるSIMDの説明として、適切なものはどれか。,単一命令ストリームで単一データストリームを処理する方式,単一命令ストリームで複数のデータストリームを処理する方式,複数の命令ストリームで単一データストリームを処理する方式,複数の命令ストリームで複数のデータストリームを処理する方式,1,3
USB3.0の特徴はどれか。,PCなどの小型コンピュータと、磁気ディスク、レーザプリンタなどの周辺機器とを接続するパラレルインタフェースである。,音声、映像など、リアルタイム性が必要なデータの転送に適した高速な転送方式を採用したシリアルインタフェースであり、FireWireとも呼ばれている。,モデム接続の規格であったが、PCと周辺機器とを接続するようになったシリアルインタフェースである。,四つの転送スピードをもつシリアルインタフェースであり、スーパースピードモードは、PCと外付け磁気ディスクとの接続などに使用される。,3,3
液晶ディスプレイ(LCD)の特徴として、適切なものはどれか。,電圧を加えると発光する有機化合物を用いる。,電子銃から発射された電子ビームが蛍光体に当たって発光する。,光の透過を画素ごとに制御し、カラーフィルタを用いて色を表現する。,放電によって発生する紫外線と蛍光体を利用する。,2,3
クライアントサーバシステムの3層アーキテクチャを説明したものはどれか。,アプリケーションに必要なGUIとAPIをプレゼンテーション層とファンクション層に分離したアーキテクチャであり、データベースサーバを独立させている。,プレゼンテーション層、ファンクション層、データ層に分離したアーキテクチャであり、各層のOSは異なってもよい。,プレゼンテーション層とデータ層をミドルウェア層によって連係したアーキテクチャであり、各層をネットワークで接続されたコンピュータに分散する。,プレゼンテーション層とファンクション層を結合し、データ層を分離したアーキテクチャであり、データベースサーバを効率的に運用できる。,1,3
仮想サーバの運用サービスで使用するライブマイグレーションの概念を説明したものはどれか。,仮想サーバで稼働しているOSやソフトウェアを停止することなく、他の物理サーバへ移し替える技術である。,データの利用目的や頻度などに応じて、データを格納するのに適したストレージヘ自動的に配置することによって、情報活用とストレージ活用を高める技術である。,複数の利用者でサーバやデータベースを共有しながら、利用者ごとにデータベースの内容を明確に分離する技術である。,利用者の要求に応じてリソースを動的に割り当てたり、不要になったリソースを回収して別の利用者のために移し替えたりする技術である。,0,3
分散処理システムに関する記述のうち、アクセス透過性を説明したものはどれか。,遠隔地にある資源を、遠隔地での処理方式を知らなくても、手元にある資源と同じ操作で利用できる。,システムの運用と管理をそれぞれの組織で個別に行うことによって、その組織の実態に合ったサービスを提供することができる。,集中して処理せずに、データの発生場所やサービスの要求場所で処理することによって、通信コストを削減できる。,対等な関係のコンピュータが複数あるので、一部が故障しても他のコンピュータによる処理が可能となり、システム全体の信頼性を向上させることができる。,0,3
フェールセーフの考え方として、適切なものはどれか。,システムに障害が発生したときでも、常に安全側にシステムを制御する。,システムの機能に異常が発生したときに、すぐにシステムを停止しないで機能を縮退させて運用を継続する。,システムを構成する要素のうち、信頼性に大きく影響するものを複数備えることによって、システムの信頼性を高める。,不特定多数の人が操作しても、誤動作が起こりにくいように設計する。,0,3
仮想記憶方式に関する記述のうち、適切なものはどれか。,LRUアルゴリズムは、使用後の経過時間が最長のページを置換対象とするページ置換アルゴリズムである。,アドレス変換をインデックス方式で行う場合は、主記憶に存在する全ページ分のページテーブルが必要になる。,ページフォールトが発生した場合は、ガーベジコレクションが必要である。,ページングが繰り返されるうちに多数の小さな空きメモリ領域が発生することを、フラグメンテーションという。,0,3
ノンプリエンプティブだけのスケジューリング方式はどれか。,残余処理時間順,到着順,優先度順,ラウンドロビン,1,3
DRAMの説明として、適切なものはどれか。,1バイト単位でデータの消去及び書込みが可能な不揮発性のメモリであり、電源遮断時もデータ保持が必要な用途に用いられる。,不揮発性のメモリでNAND型又はNOR型があり、SSDに用いられる。,メモリセルはフリップフロップで構成され、キャッシュメモリに用いられる。,リフレッシュ動作が必要なメモリであり、PCの主記憶として用いられる。,3,3
LSIの省電力制御技術であるパワーゲーティングの説明として、適切なものはどれか。,異なる電圧値の電源を複数もち、動作周波数が低い回路ブロックには低い電源電圧を供給することによって、消費電力を減らす。,動作する必要がない回路ブロックに供給しているクロックを停止することによって、消費電力を減らす。,動作する必要がない回路ブロックへの電源供給を遮断することによって、消費電力を減らす。,半導体製造プロセスの微細化から生じるリーク電流の増大を、使用材料などの革新によって抑える。,2,3
アクチュエータの説明として、適切なものはどれか。,アナログ電気信号を、コンピュータが処理可能なディジタル信号に変える。,キーボード、タッチパネルなど、コンピュータに情報を入力するデバイスである。,コンピュータが出力した電気信号を力学的な運動に変える。,物理量を検出して、電気信号に変える。,2,3
SoC(System on a Chip)の説明として、適切なものはどれか。,CPU、チップセット、ビデオチップ、メモリなどコンピュータを構成するデバイスを実装した電子回路基板,CPU、メモリ、周辺装置などの間で発生するデータの受渡しを管理する一連の回路群を搭載した半導体チップ,各機能を個別に最適化されたプロセスで製造し、パッケージ上でそれぞれのチップを適切に配線した半導体チップ,必要とされる全ての機能(システム)を集積した1個の半導体チップ,3,3
コンピュータグラフィックスの要素技術に関する記述のうち、適切なものはどれか。,アンチエイリアシングは、周囲の画素との平均値演算などを施すことによって、斜め線や曲線のギザギザを目立たなくする。,メタボールは、光の相互反射を利用して物体表面の光エネルギーを算出することによって、表面の明るさを決定する。,ラジオシティは、光源からの光線の経路を計算することによって、光の反射や透過などを表現し、物体の形状を描画する。,レイトレーシングは、物体を球や楕円体の集合として擬似的にモデル化する。,0,3
媒体障害の回復において、最新のデータベースのバックアップをリストアした後に、トランザクションログを用いて行う操作はどれか。,バックアップ取得後でコミット前に中断した全てのトランザクションをロールバックする。,バックアップ取得後でコミット前に中断した全てのトランザクションをロールフォワードする。,バックアップ取得後にコミットした全てのトランザクションをロールバックする。,バックアップ取得後にコミットした全てのトランザクションをロールフォワードする。,3,3
顧客、商品、注文、販売店という四つのテーブルをスタースキーマでモデル化した場合、ファクトテーブルとなるものはどれか。,顧客(顧客コード、氏名、電話番号、住所),商品(商品コード、商品名称、単価),注文(販売店コード、顧客コード、商品コード、注文年月日、数量),販売店(販売店コード、販売店名称、代表者氏名),2,3
ルータを冗長化するために用いられるプロトコルはどれか。,PPP,RARP,SNMP,VRRP,3,3
クラスCのIPアドレスを分割して、10個の同じ大きさのサブネットを使用したい。ホスト数が最も多くなるように分割した場合のサブネットマスクはどれか。,255.255.255.192,255.255.255.224,255.255.255.240,255.255.255.248,2,3
暗号方式のうち、共通鍵暗号方式はどれか。,AES,ElGamal暗号,RSA,楕円曲線暗号,0,3
重要情報の取扱いを委託する場合における、委託元の情報セキュリティ管理のうち、適切なものはどれか。,委託先が再委託を行うかどうかは委託先の判断に委ね、事前報告も不要とする。,委託先の情報セキュリティ対策が確認できない場合は、短期間の業務に限定して委託する。,委託先の情報セキュリティ対策が適切かどうかは、契約開始前ではなく契約終了時に評価する。,情報の安全管理に必要な事項を事前に確認し、それらの事項を盛り込んだ上で委託先との契約書を取り交わす。,3,3
JIS Q 27000で定義された情報セキュリティの特性に関する記述のうち、否認防止の特性に該当するものはどれか。,ある利用者がシステムを利用したという事実を証明可能にする。,意図する行動と結果が一貫性をもつ。,認可されたエンティティが要求したときにアクセスが可能である。,認可された個人、エンティテイ又はプロセスに対してだけ、情報を使用させる又は開示する。,0,3
WAFの説明として、適切なものはどれか。,DMZに設置されているWebサーバへ外部から実際に侵入を試みる。,WebサーバのCPU負荷を軽減するために、TLSによる暗号化と復号の処理をWebサーバではなく専用のハードウェア上で行う。,システム管理者が質問に答える形式で、自組織の情報セキュリティ対策のレベルを診断する。,特徴的なパターンが含まれるかなどWebアプリケーションへの通信内容を検査して、不正な操作を遮断する。,3,3
暗号化や認証機能を持ち、遠隔にあるコンピュータに安全にログインするためのプロトコルはどれか。,IPsec,L2TP,RADIUS,SSH,3,3
スパムメール対策として、サブミッションポート(ポート番号587)を導入する目的はどれか。,DNSサーバに登録されている公開鍵を用いて署名を検証する。,DNSサーバにSPFレコードを問い合わせる。,POP before SMTPを使用して、メール送信者を認証する。,SMTP-AUTHを使用して、メール送信者を認証する。,3,3
Man-in-the-Browser攻撃に該当するものはどれか。,DNSサーバのキャッシュを不正に書き換えて、インターネットバンキングに見せかけた偽サイトをWebブラウザに表示させる。,PCに侵入したマルウェアが、利用者のインターネットバンキングへのログインを検知して、Webブラウザから送信される振込先などのデータを改ざんする。,インターネットバンキングから送信されたように見せかけた電子メールに偽サイトのURLを記載しておき、その偽サイトに接続させて、Webブラウザから口座番号やクレジットカード番号を入力させることで情報を盗み出す。,インターネットバンキングの正規サイトに見せかけた中継サイトに接続させ、Webブラウザから入力された利用者IDとパスワードを正規サイトに転送し、利用者になりすましてログインする。,1,3
ソフトウェアの品質特性のうちの保守性に影響するものはどれか。,ソフトウェアが、特定の作業に特定の利用条件でどのように利用できるかを利用者が理解しやすいかどうか。,ソフトウェアにある欠陥の診断又は故障原因の追究、及びソフトウェアの修正箇所を識別しやすいかどうか。,ソフトウェアに潜在する障害の結果として生じる故障が発生しやすいかどうか。,ソフトウェアの機能を実行する際に、資源の量及び資源の種類を適切に使用するかどうか。,1,3
モジュールの結合度が最も低い、データの受渡し方法はどれか。,単一のデータ項目を大域的データで受け渡す,単一のデータ項目を引数で受け渡す,データ構造を大域的データで受け渡す,データ構造を引数で受け渡す,1,3
プロセス制御などの事象駆動(イベントドリブン)による処理の仕様を表現する方法として、適切なものはどれか。,DFD,E-R図,クラス図,状態遷移図,3,3
作業成果物の作成者以外の参加者がモデレータとして主導すること、並びに公式な記録及び分析を行うことが特徴のレビュー技法はどれか。,インスペクション,ウォークスルー,パスアラウンド,ペアプログラミング,0,3
"エクストリームプログラミング(XP:eXtreme Programming)における""テスト駆動開発""の説明はどれか。",最初のテストでバグを抽出すること,テストケースを順次改善すること,テストでのカバレージを優先すること,プログラムを書く前にテストケースを作成すること,3,3
組織が遂行する業務を定常業務とプロジェクトとに類別したとき、定常業務の特性はどれか。,ある業務のために編成された期間限定のチームで遂行する。,成果物を反復的に生産して提供する活動を継続的に遂行する。,独自のプロダクトやサービスを創造する。,目的を達成するために開始し、目的を達成したときに終了する。,1,3
システム開発における工数の見積りに関する記述のうち、適切なものはどれか。,COCOMOの使用には、自社における生産性に関する、蓄積されたデータが必要である。,開発要員の技量は異なるので工数は参考にならないが、過去に開発したプログラムの規模は見積りの参考になる。,工数の見積りは、作業の進捗管理に有効であるが、ソフトウェアの品質管理には関係しない。,ファンクションポイント法による見積りでは、プログラムステップ数を把握する必要がある。,0,3
"ITILにおけるサービスデスクを配置する方法の一つである""フォロー・ザ・サン""の説明はどれか。",インターネット技術を利用して、単一のサービスデスクであるかのようにして運用する。,スタッフを物理的に一か所に集約し、複数のサービスデスクを単一の場所に統合する。,地理的に分散した二つ以上のサービスデスクを組み合わせて、24時間体制でサービスを提供する。,夜間帯にサービスデスクで受け付けたインシデントを昼間帯のシフトリーダがフォローする。,2,3
ITサービスマネジメントにおけるサービスレベル管理の説明はどれか。,あらかじめ定めた間隔で、サービス目標に照らしてサービスの傾向及びパフォーマンスを監視する。,計画が発動された場合の可用性の目標、平常業務の状態に復帰するための取組みなどを含めた計画を作成し、導入し、維持する。,サービスの品質を阻害する事象に対して、合意したサービス目標及び時間枠内に回復させる。,予算に照らして、費用を監視及び報告し、財務予測をレビューし、費用を管理する。,0,3
ITサービスマネジメントのプロセスの一つである構成管理を導入することによって得られるメリットはどれか。,ITリソースに対する、現在の需要の把握と将来の需要の予測ができる。,緊急事態においても最低限のITサービス基盤を提供することによって、事業の継続が可能になる。,構成品目の情報を正確に把握することによって、他のプロセスの確実な実施を支援できる。,適正な費用で常に一定した品質でのITサービスが提供されるようになる。,2,3
クラウドサービスの導入検討プロセスに対するシステム監査において、クラウドサービス上に保存されている情報の消失の予防に関するチェックポイントとして、適切なものはどれか。,既存の社内情報システムとのIDの一元管理の可否が検討されているか。,クラウドサービスの障害時における最大許容停止時間が検討されているか。,クラウドサービスを提供する事業者に信頼が置け、かつ、事業やサービスが継続して提供されるかどうかが検討されているか。,クラウドサービスを提供する事業者の施設内のネットワークに、暗号化通信が採用されているかどうかが検討されているか。,2,3
システム監査人が予備調査で実施する監査手続はどれか。,監査対象に関する手順書や実施記録、及び被監査部門から入手した監査証拠に基づいて、指摘事項をまとめる。,監査対象に対する被監査部門の管理者及び担当者のリスクの認識について、アンケート調査によって情報を収集する。,被監査部門の管理者の説明を受けながら、被監査部門が業務を行っている現場を実際に見て、改善提案の実現可能性を確かめる。,被監査部門の担当者に対して、監査手続書に従ってヒアリングを行い、監査対象の実態を詳細に調査する。,1,3
外部委託管理の監査に関する記述のうち、最も適切なものはどれか。,請負契約においては、委託側の事務所で作業を行っている受託側要員のシステムへのアクセス管理が妥当かどうかを、委託側が監査できるように定める。,請負契約の場合は、受託側要員に対する委託側責任者の指揮命令が適切に行われているかどうかを、委託側で監査する。,外部委託で開発した業務システムの品質管理状況は、委託側で監査する必要はなく、受託側で監査すべきである。,機密度が高い業務システムの開発を外部に委託している場合は、自社開発に切り替えるよう改善勧告する。,0,3
